execution_tier,is_today_action,action_rank,action_type,priority,priority_score,Campaign Name,Ad Group Name,diagnosis_object,diagnosis_level,Spend,Sales,Orders,ACOS,Clicks,data_sufficiency,confidence,operation_risk,estimated_savings,estimated_opportunity,spend_share,materiality_level,priority_reason,downgrade_reason,recommendation_reason
,False,,降低竞价,高,98,SP_基础套装_转化_关键词_手动_出单词_词组,SP_基础套装_转化_关键词_手动_出单词_词组,epicurean,Targeting,24.400000000000002,0.0,0.0,inf,34.0,充分,中,中,0,0,0,,,,点击 34 次、花费 $24.40 且无订单，但相关性仍需人工复核。；CTR 3.31% 高于账户平均，但 CVR 0.00% 明显偏低。
,False,,提高竞价,高,98,SP_基础套装_转化_自动_自动_紧密匹配,自动,wood fiber cutting board,搜索词,44.63,370.37,7.0,0.12050112050112051,42.0,充分,高,高,0,0,0,,,,订单 7 个且 ACOS 12.05% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,降低竞价,高,96,SP_基础款_引流_自动_自动_同类-提降,Ad group - 2026-02-19 21:37:20.376,close-match,Targeting,49.11,48.58,2.0,1.0109098394400988,59.0,充分,中,中,0,0,0,,,,已有订单但 ACOS 101.09% 高于目标 30.00%。
,False,,降低竞价,高,96,SP_新凹槽款_转化_商品_手动_出单ASIN,SP_新凹槽款_转化_商品_手动_出单ASIN,"asin=""B0CTS1XLH3""",Targeting,25.529999999999998,0.0,0.0,inf,22.0,充分,中,中,0,0,0,,,,点击 22 次、花费 $25.53 且无订单，但相关性仍需人工复核。；曝光 3679 且 CTR 0.60% 偏低，建议检查主图、标题、价格和相关性。
,False,,降低竞价,高,96,SP_基础款_转化_关键词_手动_出单词_词组,SP_基础款_转化_关键词_手动_出单词_词组,wood cutting board,Targeting,23.54,0.0,0.0,inf,21.0,充分,中,中,0,0,0,,,,点击 21 次、花费 $23.54 且无订单，但相关性仍需人工复核。；CTR 4.39% 高于账户平均，但 CVR 0.00% 明显偏低。
,False,,降低竞价,高,96,SP_基础套装_转化_关键词_手动_出单词_词组,SP_基础套装_转化_关键词_手动_出单词_词组,epicurean cutting boards,搜索词,19.400000000000002,0.0,0.0,inf,28.0,充分,中,中,0,0,0,,,,点击 28 次、花费 $19.40 且无订单，但相关性仍需人工复核。；CTR 3.07% 高于账户平均，但 CVR 0.00% 明显偏低。
,False,,降低竞价,高,96,新凹槽款-auto-sub0.72+complement0.64-upd,Ad Group - 2026-03-14 01:20:26.544,substitutes,Targeting,18.63,0.0,0.0,inf,31.0,充分,中,中,0,0,0,,,,点击 31 次、花费 $18.63 且无订单，但相关性仍需人工复核。；CTR 7.36% 高于账户平均，但 CVR 0.00% 明显偏低。
,False,,降低竞价,高,96,新凹槽款-auto-sub0.72+complement0.64-upd,,新凹槽款-auto-sub0.72+complement0.64-upd,广告活动,18.63,0.0,0.0,inf,31.0,充分,中,中,0,0,0,,,,广告活动花费 18.63、点击 31 且无订单，但暂未达到暂停条件。
,False,,降低竞价,高,96,新凹槽款-auto-sub0.72+complement0.64-upd,Ad Group - 2026-03-14 01:20:26.544,新凹槽款-auto-sub0.72+complement0.64-upd / Ad Group - 2026-03-14 01:20:26.544,广告组,18.63,0.0,0.0,inf,31.0,充分,中,中,0,0,0,,,,广告组点击 31、花费 18.63 且无订单，但暂未达到暂停条件。
,False,,提高竞价,高,96,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,epicurean cutting boards,搜索词,39.37,255.23000000000002,8.0,0.15425302668181637,39.0,充分,高,高,0,0,0,,,,订单 8 个且 ACOS 15.43% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,降低竞价,高,94,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,planche a decouper,Targeting,23.129999999999995,0.0,0.0,inf,16.0,充分,中,中,0,0,0,,,,点击 16 次、花费 $23.13 且无订单，但相关性仍需人工复核。；曝光 6362 且 CTR 0.25% 偏低，建议检查主图、标题、价格和相关性。
,False,,降低竞价,高,93,SP_基础套装_引流_商品_手动_所在类目,Ad Group - 2026-02-04 09:48:58.858,"category=""Kitchen Utensils & Gadgets""",Targeting,18.79,0.0,0.0,inf,17.0,充分,中,中,0,0,0,,,,点击 17 次、花费 $18.79 且无订单，但相关性仍需人工复核。；CTR 10.90% 高于账户平均，但 CVR 0.00% 明显偏低。
,False,,降低竞价,高,92,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,bamboo cutting board,Targeting,18.449999999999996,0.0,0.0,inf,16.0,充分,中,中,0,0,0,,,,点击 16 次、花费 $18.45 且无订单，但相关性仍需人工复核。
,False,,降低竞价,高,92,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,bamboo cutting board,搜索词,18.449999999999996,0.0,0.0,inf,16.0,充分,中,中,0,0,0,,,,点击 16 次、花费 $18.45 且无订单，但相关性仍需人工复核。
,False,,降低竞价,高,92,SP_基础套装_转化_关键词_手动_核心词-精准,Ad group - 2026-02-20 00:26:52.335,cutting board,搜索词,15.509999999999998,0.0,0.0,inf,16.0,充分,中,中,0,0,0,,,,点击 16 次、花费 $15.51 且无订单，但相关性仍需人工复核。
,False,,提高竞价,高,92,SP_costco木_引流_自动_自动_紧密匹配-仅降,广告组 - 2024-07-16 16:02:40.949,wood fiber cutting board,搜索词,34.06000000000001,198.87,3.0,0.17126766229194956,23.0,充分,中,高,0,0,0,,,,订单 3 个且 ACOS 17.13% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。；曝光 7811 且 CTR 0.29% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,92,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,non toxic cutting board,Targeting,31.790000000000003,198.21,6.0,0.16038544977549066,22.0,充分,高,高,0,0,0,,,,订单 6 个且 ACOS 16.04% 低于目标的 70%，具备放量空间。
,False,,提高竞价,高,92,SP_新凹槽款_转化_关键词_手动_出单词_广泛,SP_新凹槽款_转化_关键词_手动_出单词_广泛,cutting board epicurean,Targeting,27.660000000000004,146.46,4.0,0.18885702580909464,27.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 18.89% 低于目标的 70%，具备放量空间。
,False,,提高竞价,高,92,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,wood fibre cutting board,Targeting,27.27,239.07000000000002,5.0,0.11406700966244195,32.0,充分,高,高,0,0,0,,,,订单 5 个且 ACOS 11.41% 低于目标的 70%，具备放量空间。
,False,,提高竞价,高,92,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,wood fibre cutting board,搜索词,26.46,239.07000000000002,5.0,0.11067888066256744,31.0,充分,高,高,0,0,0,,,,订单 5 个且 ACOS 11.07% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,降低竞价,高,91,SP_基础款_引流_自动_自动_同类-提降,Ad group - 2026-02-19 21:37:20.376,cutting boards for kitchen,搜索词,14.010000000000002,0.0,0.0,inf,16.0,充分,中,中,0,0,0,,,,点击 16 次、花费 $14.01 且无订单，但相关性仍需人工复核。；曝光 5264 且 CTR 0.30% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,91,SP_基础套装_转化_自动_自动_紧密匹配-提降,广告组 - 2025-07-18 16:29:48.730,cutting boards,搜索词,30.55,252.34,4.0,0.12106681461520172,21.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 12.11% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,90,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,composite cutting board,Targeting,26.65,149.18,3.0,0.1786432497653841,26.0,充分,中,高,0,0,0,,,,订单 3 个且 ACOS 17.86% 低于目标的 70%，具备放量空间。；曝光 6151 且 CTR 0.42% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,90,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,composite cutting board,搜索词,26.65,149.18,3.0,0.1786432497653841,26.0,充分,中,高,0,0,0,,,,订单 3 个且 ACOS 17.86% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。；曝光 6151 且 CTR 0.42% 偏低，建议检查主图、标题、价格和相关性。
,False,,降低竞价,高,89,SP_新凹槽款_转化_关键词_手动_出单词_广泛,SP_新凹槽款_转化_关键词_手动_出单词_广泛,planche a decouper,Targeting,46.63,91.73,3.0,0.5083396925760384,41.0,充分,中,中,0,0,0,,,,已有订单但 ACOS 50.83% 高于目标 30.00%。
,False,,提高竞价,高,89,SP_新凹槽款_转化_商品_手动_出单ASIN,SP_新凹槽款_转化_商品_手动_出单ASIN,"asin=""B003IP68UA""",Targeting,22.970000000000002,195.41,4.0,0.11754772017808711,22.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 11.75% 低于目标的 70%，具备放量空间。
,False,,降低竞价,高,87,新凹+三件套-auto079,Ad group - 2026-01-27 07:38:32.989,substitutes,Targeting,232.7,559.55,15.0,0.4158698954517023,216.0,充分,中,中,0,0,0,,,,已有订单但 ACOS 41.59% 高于目标 30.00%。
,False,,提高竞价,高,87,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,epicurean cutting board canada,搜索词,22.25,127.77000000000001,3.0,0.17414103467167566,19.0,充分,中,高,0,0,0,,,,订单 3 个且 ACOS 17.41% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。；曝光 4880 且 CTR 0.39% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,87,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,"asin=""B003IP68UA""",Targeting,22.149999999999995,135.64,3.0,0.16329991153052195,22.0,充分,高,高,0,0,0,,,,订单 3 个且 ACOS 16.33% 低于目标的 70%，具备放量空间。
,False,,提取精准投放,高,87,SP_基础套装_转化_关键词_手动_核心词-词组,广告组 - 2026-01-23 10:20:05.155,epicurean cutting boards,搜索词,24.939999999999998,212.82,2.0,0.11718823418851611,27.0,充分,高,中,0,0,0,,,,搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,降低竞价,高,86,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,large cutting board,Targeting,65.14,36.99,1.0,1.7610164909434982,42.0,一般,中,中,0,0,0,,,,已有订单但 ACOS 176.10% 高于目标 30.00%。；CTR 1.63% 高于账户平均，但 CVR 2.38% 明显偏低。
,False,,降低竞价,高,86,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,"asin=""B0F949KDKY""",Targeting,56.86,36.99,1.0,1.5371722087050552,42.0,一般,中,中,0,0,0,,,,已有订单但 ACOS 153.72% 高于目标 30.00%。；CTR 2.18% 高于账户平均，但 CVR 2.38% 明显偏低。
,False,,提高竞价,高,86,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,non toxic cutting board,搜索词,22.150000000000002,168.22,5.0,0.13167280941624065,15.0,充分,高,高,0,0,0,,,,订单 5 个且 ACOS 13.17% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,86,SP_costco黑_转化_自动_自动_紧密匹配-提降,黑色 自动,wood fiber cutting board,搜索词,20.39,298.53999999999996,4.0,0.06829905540296109,17.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 6.83% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,86,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,rubber cutting board,Targeting,20.19,193.42000000000002,3.0,0.10438424154689277,18.0,充分,高,高,0,0,0,,,,订单 3 个且 ACOS 10.44% 低于目标的 70%，具备放量空间。
,False,,提高竞价,高,86,SP_基础款_转化_商品_手动_出单ASIN,SP_基础款_转化_商品_手动_出单ASIN,b003ip68ua,搜索词,19.599999999999994,135.64,3.0,0.14450014744913003,19.0,充分,高,高,0,0,0,,,,订单 3 个且 ACOS 14.45% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提取精准投放,高,86,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,epicurean cutting board canada,搜索词,24.94,141.73000000000002,2.0,0.17596839060184857,24.0,充分,高,中,0,0,0,,,,搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,85,SP_costco_转化_关键词_手动_出单词_精准,SP_costco_转化_关键词_手动_出单词,composite cutting board,搜索词,27.63,142.54,2.0,0.1938403255226603,16.0,充分,中,高,0,0,0,,,,订单 2 个且 ACOS 19.38% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。；曝光 4110 且 CTR 0.39% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,85,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,epicurean cutting board canada,Targeting,20.09,127.77000000000001,3.0,0.15723565782265006,17.0,充分,中,高,0,0,0,,,,订单 3 个且 ACOS 15.72% 低于目标的 70%，具备放量空间。；曝光 4702 且 CTR 0.36% 偏低，建议检查主图、标题、价格和相关性。
,False,,提高竞价,高,85,SP_新凹槽款_转化_自动_自动_紧密-提降,广告组 - 2025-05-20 14:11:35.448,dishwasher safe cutting board,搜索词,18.56,223.39999999999998,4.0,0.08307967770814682,15.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 8.31% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,85,SP_新凹槽款_转化_关键词_手动_出单词_广泛,SP_新凹槽款_转化_关键词_手动_出单词_广泛,epicurean cutting boards,搜索词,16.810000000000002,146.46,4.0,0.11477536528745051,18.0,充分,高,高,0,0,0,,,,订单 4 个且 ACOS 11.48% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,提高竞价,高,84,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,wood fibre cutting board,Targeting,18.09,156.21,3.0,0.11580564624543882,16.0,充分,高,高,0,0,0,,,,订单 3 个且 ACOS 11.58% 低于目标的 70%，具备放量空间。
,False,,提高竞价,高,84,SP_基础套装_转化_关键词_手动_出单词_精准,SP_基础套装_转化_关键词_手动_出单词_精准,rubber cutting board,搜索词,16.59,193.42000000000002,3.0,0.08577189535725363,15.0,充分,高,高,0,0,0,,,,订单 3 个且 ACOS 8.58% 低于目标的 70%，具备放量空间。；搜索词已有稳定转化且 ACOS 健康，建议单独提取为精准投放。
,False,,降低竞价,高,83,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,planche a decouper,搜索词,20.299999999999997,0.0,0.0,inf,14.0,一般,中,中,0,0,0,,,,点击 14 次、花费 $20.30 且无订单，但相关性仍需人工复核。；曝光 5815 且 CTR 0.24% 偏低，建议检查主图、标题、价格和相关性。
,False,,降低竞价,高,82,SP_costco_转化_关键词_手动_出单词_精准,SP_costco_转化_关键词_手动_出单词,bestcook wood fiber cutting board,Targeting,21.13,0.0,0.0,inf,12.0,一般,中,中,0,0,0,,,,点击 12 次、花费 $21.13 且无订单，但相关性仍需人工复核。
,False,,降低竞价,高,82,SP_costco_转化_关键词_手动_出单词_精准,SP_costco_转化_关键词_手动_出单词,bestcook wood fiber cutting board,搜索词,21.13,0.0,0.0,inf,12.0,一般,中,中,0,0,0,,,,点击 12 次、花费 $21.13 且无订单，但相关性仍需人工复核。
,False,,降低竞价,高,81,SP_新凹槽款_转化_关键词_手动_出单词_词组,SP_新凹槽款_转化_关键词_手动_出单词_词组,large cutting board,搜索词,37.44,36.99,1.0,1.0121654501216544,24.0,一般,中,中,0,0,0,,,,已有订单但 ACOS 101.22% 高于目标 30.00%。
,False,,降低竞价,高,81,SP_costco黑_转化_自动_自动_紧密匹配-提降,黑色 自动,cutting board,搜索词,17.08,0.0,0.0,inf,13.0,一般,中,中,0,0,0,,,,点击 13 次、花费 $17.08 且无订单，但相关性仍需人工复核。
,False,,降低竞价,高,81,SP_新凹槽款_转化_关键词_手动_wood fiber-提降,广告组 - 2025-05-20 14:22:02.869,wood fiber cutting board,Targeting,16.59,0.0,0.0,inf,14.0,一般,中,中,0,0,0,,,,曝光 26545 且 CTR 0.58% 偏低，建议检查主图、标题、价格和相关性。；点击 14 次、花费 $16.59 且无订单，但相关性仍需人工复核。
